"","Gene","PostInput_Counts","Mouse1_Counts","Mouse2_Counts","Mouse3_Counts","Mouse4_Counts","Mouse5_Counts","PostInput_log2NormCounts","Mouse1_log2NormCounts","Mouse2_log2NormCounts","Mouse3_log2NormCounts","Mouse4_log2NormCounts","Mouse5_log2NormCounts","Mouse1_L2FC","Mouse2_L2FC","Mouse3_L2FC","Mouse4_L2FC","Mouse5_L2FC","Mouse1_Zadj","Mouse2_Zadj","Mouse3_Zadj","Mouse4_Zadj","Mouse5_Zadj","Avg_Zadj"
"607","CNAG_02848",2930,1862,694,940,572,740,11.6490859946716,11.8344237120276,11.0047191724552,11.5526751471577,10.7965943895824,11.6286199154709,0.185337717356058,-0.644366822216304,-0.096410847513857,-0.852491605089124,-0.0204660792006646,0.341193319515134,-0.530160233154713,0.105027232788134,-0.865152677623709,0.0222588074645535,-0.18536671020212
"608","CNAG_02849",1275,279,118,227,263,230,10.4492655525984,9.09814740613065,8.45199370175752,9.50421436906391,9.67659469591147,9.94373845957495,-1.35111814646777,-1.9972718508409,-0.94505118353451,-0.772670856686958,-0.505527093023469,-1.51946404700672,-1.95643517982803,-0.700125944980106,-0.780635910426618,-0.567966282225627,-1.10492547289342
"609","CNAG_02882",2126,7,17,13,14,5,11.1864967971927,3.88020684213537,5.68108435081535,5.41044372856654,5.47604931835315,4.48463576108377,-7.30628995505728,-5.5054124463773,-5.77605306862611,-5.71044747883951,-6.70186103610888,-8.73121321302495,-5.65482711049294,-5.28357119791846,-6.00891208672939,-8.10770180639188,-6.75724508291152
"610","CNAG_02883",490,285,73,31,32,22,9.07127413867403,9.12878878239964,7.76171255089947,6.64436857010147,6.6503458880308,6.57146402830054,0.0575146437256056,-1.30956158777456,-2.42690556857256,-2.42092825064323,-2.49981011037349,0.18639880236574,-1.23142943439237,-2.10604517420014,-2.52586367682156,-2.99462156731315,-1.7343122100723
"611","CNAG_02930",2080,61,61,13,20,39,11.1549524184518,6.91414064414735,7.50393246594408,5.41044372856654,5.98086566851631,7.39080715169464,-4.24081177430449,-3.65101995250776,-5.74450868988531,-5.17408674993553,-3.76414526675721,-5.01890055034004,-3.69986833707924,-5.25364325824146,-5.44099615301699,-4.53307200923556,-4.78929606158266
"612","CNAG_02944",2964,1596,814,710,812,1469,11.6657256247676,11.6120971317581,11.2347087907857,11.1479889824807,11.3018192153192,12.6176310093009,-0.0536284930095619,-0.431016833981957,-0.51773664228692,-0.363906409448477,0.951905384533262,0.0518037899258991,-0.30523997884754,-0.294708424519823,-0.347823010055911,1.20544611388491,0.061895698077506
"613","CNAG_02983",1262,346,755,368,721,365,10.4344908453772,9.40814448099947,11.1262034237481,10.2004664484444,11.1304108719422,10.609459144541,-1.02634636437777,0.691712578370893,-0.234024396932858,0.695920026564966,0.17496829916379,-1.1261634498257,0.878376608312372,-0.025534539868379,0.774355194921174,0.260064506565416,0.152219664020977
"614","CNAG_02990",673,107,187,99,123,81,9.52836944560944,7.71971848035954,9.11472418903855,8.3095888133997,8.58219537809364,8.44079060930862,-1.80865096524991,-0.413645256570897,-1.21878063220974,-0.946174067515804,-1.08757883630082,-2.07353906454337,-0.286926316675126,-0.959828584714457,-0.964346671990605,-1.27621026100414,-1.11217017978554
"615","CNAG_03007",987,688,426,328,720,302,10.0801913616426,10.3987250724481,10.3010785946354,10.0346060144312,11.1284094128599,10.3363038555689,0.318533710805504,0.220887232992787,-0.0455853472114089,1.04821805121735,0.256112493926365,0.502494475140991,0.382017750769874,0.153248265118585,1.1473796369312,0.358801239196486,0.508788273431427
"616","CNAG_03019",3353,2303,1456,1963,613,715,11.8435811415424,12.1410093993688,12.0733544469236,12.6147523552073,10.8964120655477,11.5790538176081,0.297428257826374,0.229773305381247,0.771171213664861,-0.947169075994678,-0.26452732393426,0.476935643622287,0.391385727201206,0.928151498608755,-0.965400218864714,-0.274716348150419,0.111271260483423
"617","CNAG_03024",554,93,35,23,19,14,9.24806850553885,7.51844021152071,6.70837043250603,6.21874180288461,5.90806685352189,5.92802959043973,-1.72962829401814,-2.53969807303282,-3.02932670265424,-3.34000165201696,-3.32003891509912,-1.97784213057243,-2.52827792914319,-2.677596242271,-3.49900805664592,-3.99268079293566,-2.93508103031364
"618","CNAG_03050",2610,1439,1374,1426,465,642,11.4822902114271,11.4627533547086,11.9897460737641,12.1537527800437,10.4979965875337,11.4237374912091,-0.0195368567184815,0.507455862337039,0.671462568616587,-0.984293623893347,-0.0585527202179819,0.0930889681697537,0.684127394749645,0.833552256734363,-1.0047088802699,-0.0240852409537673,0.11639489968602
"619","CNAG_03051",3287,1138,1286,911,433,309,11.8149079969736,11.1243225106682,11.894278986164,11.5074807323749,10.3952066210742,10.3693368639544,-0.690585486305457,0.0793709891903802,-0.30742726459877,-1.41970137589942,-1.44557113301926,-0.71955499078393,0.232826884587726,-0.0951760000370511,-1.46573256582466,-1.71181738962863,-0.751890812337307
"620","CNAG_03058",1146,876,432,345,353,324,10.2954914997618,10.7470180083892,10.3212405943683,10.1074387821657,10.100750543614,10.4376733440997,0.451526508627335,0.0257490946064838,-0.188052717596134,-0.194740956147822,0.142181844337868,0.663549559629845,0.176297000212974,0.0180813974542193,-0.168705205216915,0.220169755825208,0.181878501581066
"621","CNAG_03101",2780,1359,1391,1703,1117,1282,11.5732944507644,11.3802623077491,12.0074821541422,12.4098057337484,11.7617407206546,12.4212263593895,-0.193032143015339,0.434187703377727,0.836511282983983,0.188446269890134,0.847931908625078,-0.117014875426289,0.606885801805916,0.990143325080939,0.237025713425661,1.07893057791209,0.559194108559664
"622","CNAG_03110",1087,593,547,515,439,242,10.2192987028925,10.1845198066784,10.661513022546,10.684983095993,10.4150458940829,10.0170390039027,-0.0347788962140445,0.442214319653509,0.46568439310049,0.195747191190438,-0.202259698989721,0.0746307659291405,0.615347712626328,0.638318840527637,0.244756162941784,-0.19894873650907,0.274820949103164
"623","CNAG_03113",2096,1720,411,641,1769,424,11.1660027771659,11.7200118187298,10.2494052915183,11.0005627493849,12.4248924457002,10.8254984419438,0.554009041563884,-0.916597485647605,-0.16544002778104,1.25888966853432,-0.340504335222152,0.787656528360885,-0.817154343423528,0.0395353377039646,1.37044549878084,-0.367165621590005,0.202663479966431
"624","CNAG_03118",891,1237,1345,1939,908,294,9.9327102928557,11.2446157292238,11.9589778908834,12.5970078328559,11.4629713651874,10.2976018262085,1.31190543636806,2.02626759802765,2.66429754000024,1.53026107233168,0.364891533352806,1.70547365754491,2.28530639955474,2.72426772460977,1.65778224039008,0.491164213074524,1.7727988470348
"625","CNAG_03140",2673,867,548,874,282,631,11.5166883570772,10.7321278460961,10.6641464573186,11.447683936108,9.77710827673976,11.3988133538689,-0.784560510981095,-0.852541899758565,-0.0690044209691418,-1.73958008033743,-0.117875003208283,-0.833359315430542,-0.749624934178224,0.13102926272607,-1.80443039233564,-0.0962689432114125,-0.67053086448595
"626","CNAG_03168",434,66,20,6,22,90,8.89653344728654,7.02689091444683,5.91132559752481,4.33400795776978,6.11629105303482,8.592378456352,-1.86964253283971,-2.98520784976173,-4.56252548951676,-2.78024239425172,-0.304154990934538,-2.1474002226825,-2.99794831960102,-4.13222881510068,-2.90631701049586,-0.322935526033051,-2.50136597878262
"627","CNAG_03169",1060,688,706,502,429,132,10.1830418529736,10.3987250724481,11.0294397587007,10.6481207218362,10.3818272324955,9.14372970307556,0.215683219474483,0.846397905727162,0.465078868862605,0.198785379521956,-1.03931214989802,0.377941906563338,1.0414507357332,0.63774434536914,0.247973094141452,-1.21747907358789,0.217526201643847
"628","CNAG_03178",900,587,526,394,126,476,9.9471951009647,10.1698608770868,10.6050705495178,10.2988753989985,8.61687116891558,10.9923088978026,0.222665776122055,0.657875448553135,0.351680298033845,-1.33032393204912,1.04511379683792,0.38639782499833,0.842704443965799,0.530156695122297,-1.37109686313107,1.3188626572571,0.341404951642491
"629","CNAG_03193",2838,2697,689,1207,1696,1054,11.6030744815046,12.3688038450736,10.9942925879309,11.9132619201956,12.3641058604483,12.1387618626036,0.765729363568944,-0.608781893573736,0.310187438690987,0.761031378943608,0.535687381098937,1.04405112195545,-0.492645484426452,0.49079006813489,0.843297182074029,0.698989603452107,0.516896498238004
"630","CNAG_03199",4070,1690,1682,2116,1664,1276,12.1230882958434,11.6946340919015,12.2814768167244,12.7230151782577,12.3366303866662,12.4144596633748,-0.428454203941886,0.158388520880976,0.599926882414326,0.21354209082283,0.291371367531351,-0.402112418556862,0.316129646728271,0.765682297430213,0.263597973118117,0.401704443624043,0.269000388468756
"631","CNAG_03213",2892,2032,1789,564,1592,676,11.6302587847948,11.9604379899664,12.3704351661623,10.8160296881291,12.2728279034596,11.4981610270432,0.330179205171561,0.740176381367505,-0.814229096665652,0.642569118664795,-0.132097757751607,0.516597239424155,0.929468670631669,-0.576007617705394,0.717865543383031,-0.113575274449654,0.294869712256761
"632","CNAG_03241",1254,647,523,95,54,226,10.4253229339564,10.3101499395528,10.5968240095844,8.25027924779559,7.3993702259339,9.91845329842639,-0.115172994403608,0.17150107562798,-2.17504368616082,-3.0259527080225,-0.506869635530016,-0.0227269744025684,0.329953313524415,-1.86708953377726,-3.16648296737537,-0.569599895830428,-1.05918921157224
"633","CNAG_03242",2700,1930,1371,765,794,756,11.5311830029017,11.8861575675062,11.9865934169456,11.255583996471,11.2694914502944,11.6594712362066,0.354974564604516,0.455410414043918,-0.275599006430639,-0.261691552607273,0.12828823330489,0.546624570030104,0.629259449536724,-0.0649787278604017,-0.239594642962606,0.203263928342945,0.214914915417353
"634","CNAG_03247",3659,2220,1557,1322,1868,735,11.9695452445084,12.088066607165,12.1700913203591,12.0445258825151,12.5034389477629,11.6188419941904,0.118521362656583,0.200546075850678,0.0749806380066698,0.533893703254506,-0.350703250317991,0.260278308870892,0.36057346443469,0.267636047561597,0.602796529772664,-0.379575721362286,0.222341725855511
"635","CNAG_03280",1051,458,335,596,136,144,10.1707508845099,9.81220067779693,9.95469685208693,10.8956038891606,8.72678385290005,9.26904802181545,-0.358550206712922,-0.216054032422925,0.724853004650734,-1.4439670316098,-0.901702862694398,-0.317458254089233,-0.0786194461098871,0.884206788943965,-1.49142581996738,-1.05003528493571,-0.410666403231648
"636","CNAG_03364",1060,560,374,167,184,329,10.1830418529736,10.1019875829937,10.1134224165718,9.06208376349486,9.1619943642687,10.4597513061737,-0.081054269979882,-0.0696194364018261,-1.12095808947873,-1.02104748870489,0.276709453200093,0.0185910077341534,0.0757565013603137,-0.86701879499062,-1.04362505053955,0.383863740177284,-0.286486519251684
"637","CNAG_03365",1030,228,115,154,183,175,10.1416580709144,8.80750482465743,8.41494817108856,8.94539383800814,9.15414600864468,9.5499198473545,-1.33415324625698,-1.72670989982585,-1.19626423290627,-0.987512062269733,-0.591738223559918,-1.49891944999437,-1.67120027856661,-0.938466000729707,-1.00811666599529,-0.672868492057225,-1.15791417746864
"638","CNAG_03369",1571,2569,551,1715,661,920,10.7502570500174,12.2986688043,10.6720180421312,12.4199340200264,11.005120299696,11.9426393583859,1.54841175428263,-0.0782390078861503,1.66967697000904,0.254863249678586,1.19238230836856,1.99188424246175,0.0666694785471531,1.78061482642537,0.307350140734114,1.49805984678523,1.12891570699072
"639","CNAG_03382",9986,661,320,46,36,78,13.4177747942278,10.341010431049,9.88867580807533,7.2090237643952,6.81867420633737,8.38650250362153,-3.07676436317881,-3.52909898615243,-6.20875102983256,-6.59910058789039,-5.03127229060624,-3.60923207792368,-3.57133542744581,-5.69409627396284,-6.94984648586847,-6.07491961188242,-5.17988597541664
"640","CNAG_03383",1124,1644,239,472,619,251,10.267548959813,11.6548333228933,9.46813021982353,10.5592773574083,10.9104570645637,10.0696693951697,1.38728436308026,-0.799418739989513,0.291728397595231,0.642908104750628,-0.197879564643362,1.79675799481087,-0.693620831699759,0.473276929805296,0.718224472717482,-0.193618963318147,0.420203920463148
"641","CNAG_03384",2850,1012,990,1042,543,771,11.6091598586735,10.9551117063306,11.5170020866754,11.7012507504825,10.7215747585115,11.6878071850493,-0.654048152342941,-0.0921577719981794,0.0920908918089651,-0.887585100162077,0.0786473263757781,-0.675308057831862,0.0519958805327937,0.283869514952433,-0.902310795188196,0.142860581321451,-0.219778575242676
"642","CNAG_03385",642,41,71,45,68,46,9.4604305707624,6.34677875835737,7.72182235629879,7.17753157378828,7.73018510477004,7.62765813774561,-3.11365181240502,-1.73860821446361,-2.28289899697412,-1.73024546599236,-1.83277243301679,-3.65390300258282,-1.68374385532655,-1.96941797912044,-1.79454660343026,-2.18296620494587,-2.25691552908119
"643","CNAG_03408",4018,2049,1822,617,815,1605,12.1045412509882,11.9724545686797,12.396799803121,10.9455362722375,11.3071374437069,12.7453504591274,-0.132086682308504,0.292258552132775,-1.15900497875071,-0.797403807281292,0.640809208139201,-0.0432095530019789,0.457259635637342,-0.903116034894599,-0.806823951372395,0.826902459825061,-0.093797488761314
"644","CNAG_03413",676,242,84,137,279,71,9.53477751715569,8.89329175666657,7.96333463027401,8.77700247201693,9.76169591632511,8.25127237737439,-0.641485760489125,-1.57144288688168,-0.757775045138763,0.226918399169417,-1.2835051397813,-0.660094925131933,-1.50751291994084,-0.522446459868016,0.277761237195634,-1.51461453747455,-0.785381521043943
"645","CNAG_03434",2100,288,256,66,18,98,11.1687521922302,9.1438688294999,9.5671281383647,7.72689809688696,5.83139846452731,8.71493004896883,-2.02488336273031,-1.60162405386552,-3.44185409534326,-5.33735372770291,-2.45382214326139,-2.335397808895,-1.53933085351315,-3.06898435693153,-5.61386846287575,-2.93866313890949,-3.09924892422498
"646","CNAG_03512",781,1361,276,163,390,138,9.74281530309613,11.3823831231578,9.67551477152216,9.02717385878474,10.2444318314396,9.20774914178847,1.63956782006167,-0.0673005315739754,-0.715641444311395,0.501616528343442,-0.535066161307668,2.10227479079342,0.0782011636165001,-0.482471925124539,0.568620422277484,-0.603909593954602,0.332542971521653
"647","CNAG_03524",2377,1629,593,414,835,747,11.3474317367121,11.6416137476655,10.7779351983071,10.3702552094068,11.3420999445186,11.6421986181239,0.294182010953394,-0.569496538405033,-0.977176527305378,-0.0053317921935605,0.294766881411741,0.473004418977326,-0.451229629903945,-0.730605079103402,0.0318472894084473,0.405836124850705,-0.0542293751541737
"648","CNAG_03526",908,498,564,927,400,247,9.95994952117053,9.93286992030062,10.7056405040756,11.532590464184,10.2809279745316,10.0465148129152,-0.0270796008699072,0.745690982905067,1.57264094301349,0.320978453361102,0.0865652917447193,0.0839546592712137,0.935282336666977,1.68855124875025,0.377355037827659,0.152495208073281,0.647527698117876
"649","CNAG_03542",438,327,236,436,255,86,8.90974162787972,9.32678645413334,9.44993235458161,10.4448975768821,9.63208444928859,8.52696395334373,0.417044826253626,0.540190726701889,1.53515594900239,0.722342821408871,-0.382777674535985,0.621792033215103,0.718637516257435,1.65298711072191,0.802332497129207,-0.418604069078027,0.675429017649125
"650","CNAG_03543",1549,209,345,281,854,406,10.7299229093271,8.68226663713911,9.99708997793137,9.81171037569497,11.3745474527538,10.7629491510624,-2.04765627218802,-0.732832931395754,-0.918212533632156,0.644624543426714,0.0330262417352412,-2.36297594031893,-0.623423982259549,-0.674662596917702,0.720041893011061,0.0873485776633691,-0.570734409764351
"651","CNAG_03562",3259,2297,856,1300,1101,1014,11.8025693330085,12.13724667932,11.3072614184433,12.0203211084119,11.7409320414079,12.0829572680828,0.334677346311445,-0.495307914565243,0.217751775403418,-0.0616372916006256,0.280387935074227,0.522044515616489,-0.373017653991315,0.403091116204222,-0.0277707783316153,0.388339738520201,0.182537387603596
"652","CNAG_03572",1058,727,447,450,713,442,10.1803195615801,10.4782145412354,10.3704462725315,10.4904622424648,11.1143209099628,10.885448170272,0.297894979655238,0.190126710951425,0.310142680884727,0.934001348382722,0.705128608691831,0.477500846586745,0.349589042910912,0.490747603867744,1.02644333056061,0.905166684073483,0.6498895015999
"653","CNAG_03631",1058,1116,763,156,849,421,10.1803195615801,11.0961717203939,11.1414030689984,8.96397199696291,11.3660791367337,10.8152600756189,0.915852158813738,0.961083507418294,-1.21634756461721,1.18575957515359,0.634940514038776,1.22585073718156,1.16235589683125,-0.957520195611674,1.29301301160069,0.819761398385205,0.708692169677407
"654","CNAG_03632",897,871,439,210,319,351,9.94238297229912,10.7387646763197,10.3444122409922,9.39207221436319,9.95477881143651,10.553070543008,0.79638170402063,0.402029268693113,-0.550310757935929,0.0123958391373904,0.610687570708892,1.08117129208557,0.572983370560225,-0.325613333955039,0.0506178737508157,0.790250274538503,0.433881895396015
"655","CNAG_03667",1332,808,470,605,320,261,10.5123182299177,10.6305130773928,10.4427788647739,10.917215435119,9.95928974960623,10.1259804015458,0.118194847475095,-0.0695393651437435,0.404897205201323,-0.553028480311431,-0.386337828371841,0.25988289700647,0.0758409149938915,0.580646590662508,-0.548071521312943,-0.422936085169196,-0.010927440763854
"656","CNAG_03668",1735,621,1303,396,1174,640,10.8934303584796,10.2510250714312,11.9132204826463,10.3061744154684,11.8335237713456,11.4192377400803,-0.642405287048458,1.01979012416662,-0.587255943011266,0.94009341286594,0.525807381600652,-0.661208477370314,1.22424625491293,-0.360665324655985,1.03289380372686,0.686967562051468,0.384446763732992
"657","CNAG_03683",695,463,225,66,324,194,9.57471407473258,9.82784794292549,9.38117134191541,7.72689809688696,9.97719376608248,9.69843306421069,0.253133868192911,-0.193542732817169,-1.84781597784562,0.402479691349901,0.123718989478112,0.423294869222183,-0.0548873274722717,-1.55663006346828,0.463651161270008,0.197704045625879,-0.105373462964497
"658","CNAG_03705",1250,786,526,1065,499,253,10.4207170379956,10.5907125691628,10.6050705495178,11.7327395465308,10.5997377115535,10.0811088035263,0.169995531167155,0.184353511522184,1.31202250853519,0.179020673557821,-0.33960823446937,0.322613839021704,0.343502754861229,1.44128777116311,0.227045589875601,-0.366075240932501,0.393674942797829
"659","CNAG_03719",2224,535,690,1216,447,531,11.2514847112437,10.0361609882529,10.996383941916,11.9239767044468,10.4410808745508,11.1499858287234,-1.21532372299076,-0.255100769327639,0.672491993203153,-0.810403836692821,-0.101498882520293,-1.35501617686336,-0.119783741768656,0.834528930175355,-0.820588799251217,-0.0763423834046966,-0.307440434222516
"660","CNAG_03722",1430,47,74,75,69,61,10.6146716002818,6.54155097171545,7.78125152213684,7.91050523775775,7.75114824604796,8.03303856987039,-4.07312062856633,-2.83342007814494,-2.70416636252403,-2.86352335423383,-2.5816330304114,-4.8158255561507,-2.83792888639033,-2.36909820131332,-2.99449756063671,-3.09418417684443,-3.2223068762671
"661","CNAG_03732",4353,1848,1586,1348,2696,1574,12.2200484952068,11.8235383887258,12.1967094228779,12.0726176150717,13.0326886783832,12.7172168406977,-0.396510106480996,-0.0233390723289588,-0.147430880135127,0.81264018317642,0.49716834549084,-0.363427922856755,0.124546713831589,0.0566216366230051,0.897942238403097,0.65211941475689,0.273560416151565
"662","CNAG_03754",1205,1072,516,109,320,430,10.3678613943721,11.0381666478119,10.5773967662002,8.44799928826368,9.95928974960623,10.8457597437084,0.670305253439871,0.209535371828137,-1.91986210610838,-0.408571644765832,0.477898349336355,0.928491946039015,0.370050262413567,-1.6249843080811,-0.395115993029467,0.628671570290946,-0.0185773044734082
"663","CNAG_03765",2730,5,2,4,2,1,11.5471191900132,3.43344722939512,2.79045365788741,3.78437593619328,2.85113492052674,2.39986674988058,-8.1136719606181,-8.75666553212581,-7.76274325381994,-8.69598426948648,-9.14725244013264,-9.70895771686327,-9.08240016505666,-7.16845675892113,-9.17009414708967,-11.0832684250993,-9.24263544260601
"664","CNAG_03837",2881,3530,1570,1108,1256,534,11.6247626306721,12.7570521384718,12.1820843429331,11.7898275462065,11.9309020189681,11.1581101428386,1.13228950779967,0.557321712260968,0.165064915534327,0.306139388295934,-0.466652487833596,1.48795767904898,0.736697538947703,0.353104106572857,0.361642960045371,-0.520663434375552,0.483747770047872
"665","CNAG_03838",2539,1942,602,914,866,417,11.4425149007595,11.8950975656287,10.7996542964978,11.512222217135,11.3946708784829,10.8014949063227,0.452582664869182,-0.642860604261703,0.0697073163754727,-0.0478440222766849,-0.641019994436881,0.664828571242127,-0.52857233090923,0.262632948500031,-0.0131660226048872,-0.732834840221772,-0.0694223347987464
"666","CNAG_03857",779,370,950,246,277,317,9.73912040603118,9.50475997038459,11.4575218023214,9.62002693865777,9.75132876994924,10.4061853411484,-0.234360435646586,1.71840139629019,-0.119093467373409,0.0122083639180595,0.667064935117175,-0.167063688373459,1.96074418626175,0.0835069459423972,0.0504193689787534,0.858850582574247,0.557291479076737
"667","CNAG_03867",1496,634,374,507,695,475,10.6797260348217,10.280890367958,10.1134224165718,10.6624102387569,11.0774486656242,10.989276328673,-0.398835666863731,-0.566303618249927,-0.0173157960647412,0.397722630802468,0.309550293851339,-0.366244190579967,-0.447863553255841,0.180069190278178,0.458614233066777,0.423824667909077,0.0496800694836447
"668","CNAG_03874",2135,852,1002,739,633,691,11.1925886607224,10.7069642155669,11.5343782693327,11.2057193732558,10.9427065769922,11.5298126644016,-0.485624445155555,0.341789608610332,0.0131307125333535,-0.249882083730201,0.337224003679164,-0.47134592728604,0.50947683007561,0.208955518336366,-0.227090398743095,0.457498200515749,0.0954988445797181
"669","CNAG_03882",1156,617,560,432,465,260,10.3080159231126,10.2417099674272,10.6953783392113,10.4316103377184,10.4979965875337,10.1204471836601,-0.0663059556853938,0.387362416098769,0.123594414605812,0.18998066442118,-0.187568739452434,0.0364513057628414,0.557521114186524,0.31375869228015,0.23865037954274,-0.181072690685075,0.193061760217436
"670","CNAG_03902",418,662,764,168,432,210,8.84245721862175,10.3431896961427,11.143291814241,9.07068082776713,10.3918733883381,9.81263343480538,1.50073247752094,2.30083459561925,0.228223609145385,1.54941616971639,0.970176216183638,1.93414434922702,2.57476354662908,0.413026338295999,1.67806427155,1.22767816911558,1.56553533496354
"671","CNAG_03911",2880,1577,1531,2039,881,421,11.6242619404699,11.5948246930499,12.1458019750783,12.6695453843525,11.4194367493433,10.8152600756189,-0.0294372474200131,0.5215400346084,1.04528344388257,-0.204825191126618,-0.809001864851032,0.081099535004779,0.698975371237466,1.18821730488403,-0.179382716479645,-0.937236166459332,0.170334665637459
"672","CNAG_03912",1069,595,623,615,245,262,10.1952289930822,10.1893732031479,10.849095689895,10.940854572314,9.57444315946958,10.1314924787465,-0.00585578993427127,0.653866696812875,0.745625579231881,-0.62078583361258,-0.0637365143356394,0.109656822992843,0.838478292052994,0.903914907595104,-0.619815179064576,-0.0303929120731526,0.240368386300643
"673","CNAG_03997",1045,542,661,276,795,283,10.1624983438487,10.0548972027274,10.9344688348678,9.78583759342737,11.2713065682128,10.2426322782398,-0.107601141121282,0.771970491019131,-0.3766607504213,1.1088082243641,0.080133934391144,-0.0135574141700223,0.962987018992012,-0.160861731379222,1.21153445457929,0.144669494683274,0.428954364541066
"674","CNAG_04015",3537,1329,2172,1255,2425,851,11.9206344559703,11.3480701733728,12.6502578368615,11.9695093020548,12.8798721688933,11.8301943455773,-0.572564282597492,0.729623380891169,0.0488748460844466,0.959237712922972,-0.0904401103930628,-0.576630597538762,0.918343366287926,0.242868003394742,1.05316440233011,-0.0628860045479081,0.314971833985222
"675","CNAG_04016",1556,1179,793,560,1020,262,10.7364240040145,11.1753631966769,11.1970167160434,10.8057670687287,11.6307201966996,10.1314924787465,0.438939192662419,0.460592712028859,0.0693430647141575,0.894296192685083,-0.604931525267983,0.64830624368026,0.634722790736388,0.262287362307427,0.98440223889214,-0.688922179041017,0.36815929131504
"676","CNAG_04027",1055,362,516,197,527,422,10.1762264686454,9.4732682835071,10.5773967662002,9.30002020474417,10.6784514620115,10.8186809439218,-0.702958185138259,0.401170297554836,-0.876206263901194,0.502224993366092,0.642454475276432,-0.734538404085315,0.572077816224541,-0.634808868401019,0.569264684548839,0.828904430537948,0.120179931764999
"677","CNAG_04085",2718,1726,616,890,1428,748,11.5407658234887,11.7250342316646,10.8328027652232,11.4738467068677,12.1160170277437,11.644128041799,0.184268408175875,-0.707963058265442,-0.0669191166209675,0.575251204255053,0.103362218310361,0.339898379614781,-0.597205381380543,0.133007709131787,0.646587177616575,0.172933806942714,0.139044338385063
"678","CNAG_04101",1184,520,620,101,544,238,10.3425166931901,9.99517335427439,10.8421355265738,8.33835363073454,10.7242276413767,9.99301693042026,-0.347343338915714,0.499618833383686,-2.00416306245556,0.381710948186573,-0.349499762769844,-0.303886669240309,0.675865352835376,-1.7049654025576,0.441660550231544,-0.378111310647336,-0.253887495875665
"679","CNAG_04105",1103,577,384,508,883,503,10.2403619982393,10.1450933977468,10.1514565413829,10.6652512362366,11.4227069750423,11.0718677087448,-0.0952686004925543,-0.0889054568564376,0.424889237997247,1.18234497680299,0.831505710505443,0.00137736730275302,0.0554245732401218,0.599614165090049,1.28939752540636,1.05894308359252,0.600951342926361
"680","CNAG_04108",374,14,1,1,1,2,8.68236225124429,4.83036825123181,1.98522225369788,2.06856565750501,2.03837960430641,3.25626921337821,-3.85199400001248,-6.69713999754641,-6.61379659373928,-6.64398264693788,-5.42609303786608,-4.54803986829574,-6.91118370133276,-6.07838595367527,-6.99736904875815,-6.55533981536658,-6.2180636774857
"681","CNAG_04122",1081,779,216,427,235,503,10.2113200027281,10.5778149913977,9.32236779664088,10.4148273268864,9.51440268632901,11.0718677087448,0.366494988669679,-0.888952206087167,0.203507324158373,-0.696917316399043,0.860547706016721,0.560575873420591,-0.788009821970371,0.389576598099542,-0.700425633562121,1.0942815542528,0.111199714048089
"682","CNAG_04137",1234,545,443,632,677,263,10.4021449843352,10.0628531152653,10.3574879803299,10.9801729785918,11.0396092721205,10.1369835761914,-0.3392918690699,-0.0446570040053196,0.578027994256598,0.637464287785358,-0.265161408143792,-0.294136290441495,0.102072681123027,0.74490558126272,0.712460384803908,-0.275487905539648,0.197962890241703
"683","CNAG_04139",796,884,279,159,480,235,9.77022945492897,10.7601259112408,9.69109265626981,8.99139822260173,10.5437691013627,9.97473418655743,0.989896456311788,-0.0791367986591585,-0.77883123232724,0.773539646433751,0.204504731628463,1.31551883037742,0.0657229993340499,-0.542423657871569,0.856541336666228,0.296004611013714,0.398272823903969
"684","CNAG_04140",840,19,7,1,6,10,9.84776380967339,5.2575341530376,4.44059716760012,2.06856565750501,4.29623958526663,5.45204983269215,-4.59022965663579,-5.40716664207327,-7.77919815216838,-5.55152422440676,-4.39571397698124,-5.44204772434095,-5.55125329981899,-7.18406845345503,-5.84063905038272,-5.30156852413722,-5.86391541042698
"685","CNAG_04215",271,165,38,116,18,29,8.2189509382381,8.34216594306633,6.82592535819099,8.53754664216916,5.83139846452731,6.9663471850012,0.12321500482823,-1.39302558004711,0.318595703931065,-2.38755247371079,-1.2526037532369,0.265962337998001,-1.3194197948456,0.498767465850054,-2.49052433428861,-1.47701354888761,-0.904445574834753
"686","CNAG_04223",1631,703,642,641,920,851,10.8042998389566,10.4298183941464,10.892413677065,11.0005627493849,11.4819062627575,11.8301943455773,-0.374481444810193,0.0881138381083595,0.196262910428237,0.677606423800849,1.02589450662065,-0.336751080015082,0.242043870340925,0.38270341226532,0.754964165241066,1.29547651207329,0.467687375981103
"687","CNAG_04224",4788,140,53,38,63,20,12.3574341539476,8.10592038818733,7.30231480438716,6.93544067166629,7.62054133161174,6.43547664184097,-4.25151376576027,-5.05511934956044,-5.4219934822813,-4.73689282233585,-5.92195751210663,-5.03186072687845,-5.18011399385773,-4.9476548044065,-4.97808120748484,-7.15871061912637,-5.45928427035078
"688","CNAG_04283",1332,0,1,0,0,0,10.5123182299177,0,1.98522225369788,0,0,0,-10.5123182299177,-8.52709597621978,-10.5123182299177,-10.5123182299177,-10.5123182299177,-12.6137328918202,-8.84038073340404,-9.7771343524208,-11.0932867700464,-12.7442884931916,-11.0137646481766
